Unnamed: 0	Query	UserId	Len	isPopular	isContainsPromoLead	moduleId	groupId	docName	Snippet	DocNameSnippet	isEtalon	searchType	begDate	versionDate	position	id	anchor	score	MouseRelevant	MouseScore
44	ндфл 2024	5725259	2	False	False	86	114500441	По НДФЛ вводят два обязательных уведомления, новые периоды и сроки уплаты	С 2024 года по НДФЛ будут два обязательных уведомления, новые сроки уплаты. Вводят новые периоды, за которые нужно подавать уведомление и платить НДФЛ. Периоды с 2024 года будут в рамках одного календарного месяца. Закон , вносящий соответствующие поправки в НК, принят Госдумой и направлен в Совет Федерации. Что изменится в материале.	По НДФЛ вводят два обязательных уведомления, новые периоды и сроки уплаты. С 2024 года по НДФЛ будут два обязательных уведомления, новые сроки уплаты. Вводят новые периоды, за которые нужно подавать уведомление и платить НДФЛ. Периоды с 2024 года будут в рамках одного календарного месяца. Закон , вносящий соответствующие поправки в НК, принят Госдумой и направлен в Совет Федерации. Что изменится в материале.	False	Unknown		0	3	660774	bssPhr42	98.26631	Правда	0.9676101207733154
45	НДФЛ 2024	18272915	2	False	False	86	108250610	Увеличили социальные вычеты по НДФЛ с 2024 года	Максимальный размер социального налогового вычета по расходам на обучение ребенка увеличили с 50 000 до 110 000 руб. Предельный размер социального налогового вычета по расходам на собственное обучение, лечение и покупку лекарств повысили с 120 000 до 150 000 руб. Соответствующие поправки внесли в статью 219 НК . Изменения вступят в силу с 1 января 2024 года.	Увеличили социальные вычеты по НДФЛ с 2024 года. Максимальный размер социального налогового вычета по расходам на обучение ребенка увеличили с 50 000 до 110 000 руб. Предельный размер социального налогового вычета по расходам на собственное обучение, лечение и покупку лекарств повысили с 120 000 до 150 000 руб. Соответствующие поправки внесли в статью 219 НК . Изменения вступят в силу с 1 января 2024 года.	False	Unknown		0	1	602104		139.90216	Ложь	0.876452624797821
46	НДФЛ 2024	18272915	2	False	False	86	112153538	Упростили получение социальных вычетов по НДФЛ с 2024 года	С 1 января 2024 года социальные налоговые вычеты по НДФЛ можно получить в упрощенном порядке без сбора подтверждающих документов, заполнения и представления налоговой декларации. Изменения внесли в статьи 219 и 221.1 НК. Новые нормы применяют к расходам, которые возникли с 1 января 2024 года.	Упростили получение социальных вычетов по НДФЛ с 2024 года. С 1 января 2024 года социальные налоговые вычеты по НДФЛ можно получить в упрощенном порядке без сбора подтверждающих документов, заполнения и представления налоговой декларации. Изменения внесли в статьи 219 и 221.1 НК. Новые нормы применяют к расходам, которые возникли с 1 января 2024 года.	False	Unknown		0	2	637924		112.46841	Правда	0.9609009027481079
47	НДФЛ 2024	18272915	2	False	False	86	114500441	По НДФЛ вводят два обязательных уведомления, новые периоды и сроки уплаты	С 2024 года по НДФЛ будут два обязательных уведомления, новые сроки уплаты. Вводят новые периоды, за которые нужно подавать уведомление и платить НДФЛ. Периоды с 2024 года будут в рамках одного календарного месяца. Закон , вносящий соответствующие поправки в НК, принят Госдумой и направлен в Совет Федерации. Что изменится в материале.	По НДФЛ вводят два обязательных уведомления, новые периоды и сроки уплаты. С 2024 года по НДФЛ будут два обязательных уведомления, новые сроки уплаты. Вводят новые периоды, за которые нужно подавать уведомление и платить НДФЛ. Периоды с 2024 года будут в рамках одного календарного месяца. Закон , вносящий соответствующие поправки в НК, принят Госдумой и направлен в Совет Федерации. Что изменится в материале.	False	Unknown		0	3	660774	bssPhr42	96.94413	Правда	0.963916540145874
48	Метод начисления.	20921321	2	False	False	16	74348	Как при расчете налога на прибыль перейти с метода начисления на кассовый метод	В качестве метода учета доходов и расходов при расчете налога на прибыль организация вправе выбрать метод начисления . Выбранный метод действует весь налоговый период, закрепите его в учетной политике для целей налогообложения (ст. 313 НК).	Как при расчете налога на прибыль перейти с метода начисления на кассовый метод. В качестве метода учета доходов и расходов при расчете налога на прибыль организация вправе выбрать метод начисления . Выбранный метод действует весь налоговый период, закрепите его в учетной политике для целей налогообложения (ст. 313 НК).	False	Unknown		0	1	51675		187.00569	Правда	0.9589933156967163
49	Метод начисления.	20921321	2	False	False	16	74347	Как по налогу на прибыль перейти с кассового метода на метод начисления	В силу закона или по собственному желанию компания может перейти с кассового метода на метод начисления . В этом случае она будет считать доходы и расходы в периоде начисления , а не поступления денег. В рекомендации – как рассчитать налоговую базу при переходе и когда такой переход обязателен.	Как по налогу на прибыль перейти с кассового метода на метод начисления. В силу закона или по собственному желанию компания может перейти с кассового метода на метод начисления . В этом случае она будет считать доходы и расходы в периоде начисления , а не поступления денег. В рекомендации – как рассчитать налоговую базу при переходе и когда такой переход обязателен.	False	Unknown		0	2	52055		186.80367	Правда	0.9428877234458923
50	Метод начисления.	20921321	2	False	False	16	74345	Как при расчете налога на прибыль учитывать доходы и расходы методом начисления	Читайте в рекомендации, когда нужно признавать доходы и расходы при методе начисления , смотрите особенности учета прямых и косвенных расходов, требования к документам. Учтите разъяснения об учете доходов и расходов в неоднозначных ситуациях.	Как при расчете налога на прибыль учитывать доходы и расходы методом начисления. Читайте в рекомендации, когда нужно признавать доходы и расходы при методе начисления , смотрите особенности учета прямых и косвенных расходов, требования к документам. Учтите разъяснения об учете доходов и расходов в неоднозначных ситуациях.	False	Unknown		0	3	113959		172.333	Правда	0.9361186623573303
51	измениня ноября	4200538	2	False	False	16	114107710	Главное в ноябре	В 2024 году надо заплатить разовый налог на сверхприбыль. Если с 1 октября до 30 ноября 2023 года перечислить обеспечительный платеж, то налог можно уменьшить вдвое. В рекомендации — сервис, чтобы узнать, надо ли вам платить новый налог, алгоритмы, образцы справок и платежек с комплектом проводок, которые помогут рассчитать, перечислить и учесть налог и обеспечительный платеж.	Главное в ноябре. В 2024 году надо заплатить разовый налог на сверхприбыль. Если с 1 октября до 30 ноября 2023 года перечислить обеспечительный платеж, то налог можно уменьшить вдвое. В рекомендации — сервис, чтобы узнать, надо ли вам платить новый налог, алгоритмы, образцы справок и платежек с комплектом проводок, которые помогут рассчитать, перечислить и учесть налог и обеспечительный платеж.	False	Unknown		0	1	142074	bssPhr13	22.06811	Правда	0.9223249554634094
52	измениня ноября	4200538	2	False	False	16	114497532	Журналы за ноябрь-2023 . Самое интересное и полезное для работы	Еще интересное в номере 21 журнала «Главбух», ноябрь-2023	Журналы за ноябрь-2023 . Самое интересное и полезное для работы. Еще интересное в номере 21 журнала «Главбух», ноябрь-2023	False	Unknown		0	2	142460	bssPhr19	19.187674	Ложь	0.9301714301109314
53	измениня ноября	4200538	2	False	False	86	111997854	Что меняется в работе бухгалтера с  ноября 2023 года	С 1 ноября 2023 года продавцы сельхозпродукции смогут вести расчеты с иностранными покупателями сельхозпродукции через специальные счета, ввели штрафы за навязывание дополнительных товаров, работ и услуг, а с 3 ноября вступят в силу изменения в Законе о банкротстве в той его части, которая касается физических лиц.	Что меняется в работе бухгалтера с  ноября 2023 года. С 1 ноября 2023 года продавцы сельхозпродукции смогут вести расчеты с иностранными покупателями сельхозпродукции через специальные счета, ввели штрафы за навязывание дополнительных товаров, работ и услуг, а с 3 ноября вступят в силу изменения в Законе о банкротстве в той его части, которая касается физических лиц.	False	Unknown		0	3	636229	bssPhr26	14.137891	Правда	0.9595587253570557
54	изменерие ноября	1716839	2	False	False	16	114107710	Главное в ноябре	В 2024 году надо заплатить разовый налог на сверхприбыль. Если с 1 октября до 30 ноября 2023 года перечислить обеспечительный платеж, то налог можно уменьшить вдвое. В рекомендации — сервис, чтобы узнать, надо ли вам платить новый налог, алгоритмы, образцы справок и платежек с комплектом проводок, которые помогут рассчитать, перечислить и учесть налог и обеспечительный платеж.	Главное в ноябре. В 2024 году надо заплатить разовый налог на сверхприбыль. Если с 1 октября до 30 ноября 2023 года перечислить обеспечительный платеж, то налог можно уменьшить вдвое. В рекомендации — сервис, чтобы узнать, надо ли вам платить новый налог, алгоритмы, образцы справок и платежек с комплектом проводок, которые помогут рассчитать, перечислить и учесть налог и обеспечительный платеж.	False	Unknown		0	1	142074	bssPhr13	22.005018	Правда	0.9261136651039124
55	изменерие ноября	1716839	2	False	False	16	114497532	Журналы за ноябрь-2023 . Самое интересное и полезное для работы	Еще интересное в номере 21 журнала «Главбух», ноябрь-2023	Журналы за ноябрь-2023 . Самое интересное и полезное для работы. Еще интересное в номере 21 журнала «Главбух», ноябрь-2023	False	Unknown		0	2	142460	bssPhr19	19.187803	Ложь	0.9385253190994263
56	изменерие ноября	1716839	2	False	False	86	111997854	Что меняется в работе бухгалтера с  ноября 2023 года	С 1 ноября 2023 года продавцы сельхозпродукции смогут вести расчеты с иностранными покупателями сельхозпродукции через специальные счета, ввели штрафы за навязывание дополнительных товаров, работ и услуг, а с 3 ноября вступят в силу изменения в Законе о банкротстве в той его части, которая касается физических лиц.	Что меняется в работе бухгалтера с  ноября 2023 года. С 1 ноября 2023 года продавцы сельхозпродукции смогут вести расчеты с иностранными покупателями сельхозпродукции через специальные счета, ввели штрафы за навязывание дополнительных товаров, работ и услуг, а с 3 ноября вступят в силу изменения в Законе о банкротстве в той его части, которая касается физических лиц.	False	Unknown		0	3	636229	bssPhr26	14.137891	Правда	0.9588689208030701
57	изменения декабря	201948	2	False	False	86	114521924	Что меняется в работе бухгалтера с декабря 2023 года	С 1 декабря 2023 года планируют эксперимент по маркировке косметики и бытовой химии. С 15 декабря вступают в силу два изменения в трудовом и миграционном законодательстве: иностранцев станут принимать на работу вне квоты по новому перечню должностей, вводят новый перечень должностей иностранцев для получения российского гражданства в упрощенном порядке.	Что меняется в работе бухгалтера с декабря 2023 года. С 1 декабря 2023 года планируют эксперимент по маркировке косметики и бытовой химии. С 15 декабря вступают в силу два изменения в трудовом и миграционном законодательстве: иностранцев станут принимать на работу вне квоты по новому перечню должностей, вводят новый перечень должностей иностранцев для получения российского гражданства в упрощенном порядке.	False	Unknown		0	1	663296		65.25995	Правда	0.9570410251617432
58	изменения декабря	201948	2	False	False	184	102396099	Главное в  декабре	В обзоре — изменения , которые важно учесть в  декабре . Это новые рекомендации, методички, образцы и самые важные новости, которые повлияют на работу бухгалтера. Редакция постоянно актуализирует данные в обзоре.	Главное в  декабре. В обзоре — изменения , которые важно учесть в  декабре . Это новые рекомендации, методички, образцы и самые важные новости, которые повлияют на работу бухгалтера. Редакция постоянно актуализирует данные в обзоре.	False	Unknown		0	2	67404		56.883972	Правда	0.968350350856781
59	изменения декабря	201948	2	False	False	16	103599375	Обзор изменений в законодательстве Сахалинской области за декабрь 2022 года	В справочнике представлены последние изменения в законодательстве вашего региона.	Обзор изменений в законодательстве Сахалинской области за декабрь 2022 года. В справочнике представлены последние изменения в законодательстве вашего региона.	False	Unknown		0	3	131312		50.075657	Правда	0.9653642773628235
60	изменение ноябра	21029263	2	False	False	16	28728241	Как зарегистрировать изменения в ЕГРЮЛ и уставе при смене адреса ООО	Зарегистрировать смену адреса можно в один или два этапа – в зависимости от ситуации. Обращаться в налоговую два раза придется, если меняется место нахождения организации. Исключение – когда юрлицо переезжает на адрес руководителя или участника с долей более 50 процентов. Во остальных ситуациях будет достаточно подать заявление один раз. Заявителем всегда будет директор. Для внесения изменений подайте заявление по форме Р13014.	Как зарегистрировать изменения в ЕГРЮЛ и уставе при смене адреса ООО. Зарегистрировать смену адреса можно в один или два этапа – в зависимости от ситуации. Обращаться в налоговую два раза придется, если меняется место нахождения организации. Исключение – когда юрлицо переезжает на адрес руководителя или участника с долей более 50 процентов. Во остальных ситуациях будет достаточно подать заявление один раз. Заявителем всегда будет директор. Для внесения изменений подайте заявление по форме Р13014.	False	Unknown		0	1	74747	bssPhr4	15.144839	Ложь	0.9149952530860901
61	изменение ноябра	21029263	2	False	False	16	252370	Как внести изменения в трудовой договор	Основания для изменения трудового договора	Как внести изменения в трудовой договор. Основания для изменения трудового договора	False	Unknown		0	2	138125	bssPhr3	14.997489	Ложь	0.9425842761993408
62	изменение ноябра	21029263	2	False	False	16	44889800	Как сменить объект по упрощенке	Выбранный объект налогообложения упрощенщик вправе менять ежегодно с начала очередного налогового периода ( п. 2 ст. 346.14 НК ). Для этого нужно подать уведомление .	Как сменить объект по упрощенке. Выбранный объект налогообложения упрощенщик вправе менять ежегодно с начала очередного налогового периода ( п. 2 ст. 346.14 НК ). Для этого нужно подать уведомление .	False	Unknown		0	3	126139	bssPhr7	14.87261	Ложь	0.9542075991630554
63	ИЗМЕНЕНИЕ 2023-2024	417446	2	False	False	86	111357071	Приняли масштабные поправки в НК с 2023 и 2024 года	Президент подписал Закон от 31.07.2023 № 389-ФЗ , который вносит масштабные поправки в НК. Изменения вступают в силу в разные сроки. Ниже основные изменения, которые повлияют на работу большинства компаний и ИП.	Приняли масштабные поправки в НК с 2023 и 2024 года. Президент подписал Закон от 31.07.2023 № 389-ФЗ , который вносит масштабные поправки в НК. Изменения вступают в силу в разные сроки. Ниже основные изменения, которые повлияют на работу большинства компаний и ИП.	False	Unknown		0	1	626734		50.81884	Правда	0.9640381932258606
64	ИЗМЕНЕНИЕ 2023-2024	417446	2	False	False	86	108415619	Какие изменения учесть в работе с реестром контрактов в 2023 – 2024 годах	Когда вносите данные о контрактах в реестр, учитывайте изменения . Новые правила вступают в силу поэтапно. Сроки, с какой даты применять и какую информацию включать, смотрите в таблице.	Какие изменения учесть в работе с реестром контрактов в 2023 – 2024 годах. Когда вносите данные о контрактах в реестр, учитывайте изменения . Новые правила вступают в силу поэтапно. Сроки, с какой даты применять и какую информацию включать, смотрите в таблице.	False	Unknown		0	2	660490		39.0062	Ложь	0.9429904222488403
65	ИЗМЕНЕНИЕ 2023-2024	417446	2	False	False	16	114429422	Обзор изменений в законодательстве Тверской области за октябрь 2023 года	Установили тарифы на питьевую воду и водоотведение МУП «Коммунальные системы Калининского района» для потребителей деревни Андрианово Тверской области Калининского муниципального округа на 2023 — 2024 годы	Обзор изменений в законодательстве Тверской области за октябрь 2023 года. Установили тарифы на питьевую воду и водоотведение МУП «Коммунальные системы Калининского района» для потребителей деревни Андрианово Тверской области Калининского муниципального округа на 2023 — 2024 годы	False	Unknown		0	3	142441	bssPhr9	37.72053	Правда	0.9522683620452881
66	изменеия 2024	1778964	2	False	False	16	88792869	Умный график отпусков – 2024	Таблица позволит спланировать отпуска сотрудников с учетом праздничных дней и увидеть, кого нужно предупредить о начале отпуска в ближайшее время. Вы также сможете проконтролировать, у кого из сотрудников пересекаются отпуска, и автоматически перенести все данные в унифицированную форму.	Умный график отпусков – 2024. Таблица позволит спланировать отпуска сотрудников с учетом праздничных дней и увидеть, кого нужно предупредить о начале отпуска в ближайшее время. Вы также сможете проконтролировать, у кого из сотрудников пересекаются отпуска, и автоматически перенести все данные в унифицированную форму.	False	Unknown		0	1	129271		24.949839	Ложь	0.919488251209259
67	изменеия 2024	1778964	2	False	False	16	114059101	Ставки НДС в  2024 году	Ставки-2024	Ставки НДС в  2024 году. Ставки-2024	False	Unknown		0	2	142040	bssPhr3	20.526154	Правда	0.954046905040741
68	изменеия 2024	1778964	2	False	False	16	114059200	Ставки акцизов в  2024 году	Ставки-2024	Ставки акцизов в  2024 году. Ставки-2024	False	Unknown		0	3	142041	bssPhr3	20.360931	Правда	0.954046905040741
69	закрыть 2023г	3789850	2	False	False	16	218977	Как открыть и закрыть расчетный счет 	1. Организация или ИП открывает новый расчетный счет, при этом старые счета закрывает . В данном случае для вашего контрагента происходит изменение платежных реквизитов, так как старый счет уже не действует. Поэтому во избежание проблем с платежами его необходимо уведомить о новых реквизитах заблаговременно, до момента закрытия старого счета. Уведомление о смене реквизитов и прекращении использования счета крайне важно, так как бывают случаи, при которых контрагенты могут отправить денежные средства по старым реквизитам в банк, у которого отозвана лицензия и она находится в стадии ликвидации. Как последствие – вы не получаете оплату, а ваш контрагент не сможет вернуть уплаченные денежные средства до распределения конкурсной массы в рамках процедуры ликвидации банка.	Как открыть и закрыть расчетный счет . 1. Организация или ИП открывает новый расчетный счет, при этом старые счета закрывает . В данном случае для вашего контрагента происходит изменение платежных реквизитов, так как старый счет уже не действует. Поэтому во избежание проблем с платежами его необходимо уведомить о новых реквизитах заблаговременно, до момента закрытия старого счета. Уведомление о смене реквизитов и прекращении использования счета крайне важно, так как бывают случаи, при которых контрагенты могут отправить денежные средства по старым реквизитам в банк, у которого отозвана лицензия и она находится в стадии ликвидации. Как последствие – вы не получаете оплату, а ваш контрагент не сможет вернуть уплаченные денежные средства до распределения конкурсной массы в рамках процедуры ликвидации банка.	False	Unknown		0	1	130498	bssPhr97	19.41786	Ложь	0.9121149182319641
70	закрыть 2023г	3789850	2	False	False	16	219627	Как открыть и  закрыть валютный счет	Об открытии, закрытии , изменении реквизитов счета за рубежом организация должна сообщить в налоговую инспекцию по месту своего учета. Срок, в течение которого нужно представить сведения в инспекцию, составляет один месяц со дня открытия, закрытия, изменения реквизитов счета. Такой порядок установлен в части 2 статьи 12 Закона от 10.12.2003 № 173-ФЗ.	Как открыть и  закрыть валютный счет. Об открытии, закрытии , изменении реквизитов счета за рубежом организация должна сообщить в налоговую инспекцию по месту своего учета. Срок, в течение которого нужно представить сведения в инспекцию, составляет один месяц со дня открытия, закрытия, изменения реквизитов счета. Такой порядок установлен в части 2 статьи 12 Закона от 10.12.2003 № 173-ФЗ.	False	Unknown		0	2	120325	bssPhr26	18.977533	Ложь	0.8821729421615601
71	закрыть 2023г	3789850	2	False	False	86	114340540	Как получить закрывающие документы	Раздел Закрывающие документы позволяет подписчикам Актиона получить документы для бухгалтерии: счета-фактуры , договоры и акты сверки . Вы можете скачать документы, сформировать акты сверки или заказать доставку оригиналов в разделе, примерный срок доставки две недели. Документы также можно получить в электронном виде через ЭДО.	Как получить закрывающие документы. Раздел Закрывающие документы позволяет подписчикам Актиона получить документы для бухгалтерии: счета-фактуры , договоры и акты сверки . Вы можете скачать документы, сформировать акты сверки или заказать доставку оригиналов в разделе, примерный срок доставки две недели. Документы также можно получить в электронном виде через ЭДО.	False	Unknown		0	3	659510	bssPhr78	15.808976	Ложь	0.9348371624946594
72	даты отпуска	1556119	2	False	False	86	1586543	Какие документы оформить, чтобы перенести даты отпуска сотрудника	Если отпуск переносят по инициативе работодателя, основанием для переноса отпуска будет приказ руководителя . Сотрудника нужно не только ознакомить с таким решением, но и получить его согласие на перенос. Если отпуск переносится по инициативе сотрудника, то основание заявление сотрудника. На заявлении должна быть разрешительная запись, подписи руководителя структурного подразделения и руководителя организации.	Какие документы оформить, чтобы перенести даты отпуска сотрудника. Если отпуск переносят по инициативе работодателя, основанием для переноса отпуска будет приказ руководителя . Сотрудника нужно не только ознакомить с таким решением, но и получить его согласие на перенос. Если отпуск переносится по инициативе сотрудника, то основание заявление сотрудника. На заявлении должна быть разрешительная запись, подписи руководителя структурного подразделения и руководителя организации.	False	Unknown		0	1	623519		117.336975	Ложь	0.9029334783554077
73	даты отпуска	1556119	2	False	False	86	80131781	Как согласовать новую дату отпуска , если многодетный сотрудник берет отпуск вне графика	Согласовать новую дату отпуска с работодателем многодетные сотрудники могут в общем порядке. Чтобы изменить дату отпуска, необходимо попросить заявление у многодетного сотрудника, который имеет право на отпуск в удобное для него время ( ст. 262.2 ТК ). Работодатель не вправе отказать такому работнику в изменении даты начала отпуска.	Как согласовать новую дату отпуска , если многодетный сотрудник берет отпуск вне графика. Согласовать новую дату отпуска с работодателем многодетные сотрудники могут в общем порядке. Чтобы изменить дату отпуска, необходимо попросить заявление у многодетного сотрудника, который имеет право на отпуск в удобное для него время ( ст. 262.2 ТК ). Работодатель не вправе отказать такому работнику в изменении даты начала отпуска.	False	Unknown		0	2	575505		110.63095	Ложь	0.9184750318527222
74	даты отпуска	1556119	2	False	False	86	83077779	Срок отпуска по беременности и родам	Период отпуска по беременности и родам не может превышать периода нетрудоспособности, который указывает врач в таблице ОСВОБОЖДЕНИЕ ОТ РАБОТЫ больничного листа. Точный период нетрудоспособности зависит от факторов: многоплодная или одноплодная беременность, ранние или осложненные роды, а также место проживания женщины (п. 57 , 5960 , 63 Порядка выдачи, утв. приказом Минздрава от 23.11.2021 № 1089н ). Продолжительность отпуска по беременности и родам для каждого случая в справочнике . Сроки продолжительности декретного отпуска для наиболее частых ситуаций в таблице ниже.	Срок отпуска по беременности и родам. Период отпуска по беременности и родам не может превышать периода нетрудоспособности, который указывает врач в таблице ОСВОБОЖДЕНИЕ ОТ РАБОТЫ больничного листа. Точный период нетрудоспособности зависит от факторов: многоплодная или одноплодная беременность, ранние или осложненные роды, а также место проживания женщины (п. 57 , 5960 , 63 Порядка выдачи, утв. приказом Минздрава от 23.11.2021 № 1089н ). Продолжительность отпуска по беременности и родам для каждого случая в справочнике . Сроки продолжительности декретного отпуска для наиболее частых ситуаций в таблице ниже.	False	Unknown		0	3	562713		108.387085	Ложь	0.8768701553344727
75	чек лист нояб	18380945	3	False	False	86	96244741	Чек-листы на текущий месяц	В чек-листе дела, которые важно сделать в этом месяце организациям, ИП и физлицам. Мы расположили все дела, начиная с обязательных для всех до выгодных. Для каждого есть инструкции, справочники и образцы.	Чек-листы на текущий месяц. В чек-листе дела, которые важно сделать в этом месяце организациям, ИП и физлицам. Мы расположили все дела, начиная с обязательных для всех до выгодных. Для каждого есть инструкции, справочники и образцы.	False	Unknown		0	1	476435	bssPhr7	17.789968	Правда	0.9710640907287598
76	чек лист нояб	18380945	3	False	False	16	86424524	Чек-листы на месяц и перечни изменений по годам	Чек-листы	Чек-листы на месяц и перечни изменений по годам. Чек-листы	False	Unknown		0	2	112788	bssPhr4	17.049103	Правда	0.9682973623275757
77	чек лист нояб	18380945	3	False	True	16	26421020	Проверочные листы ГИТ по охране труда (списки контрольных вопросов)	Скачайте проверочные листы , по которым инспекторы проводят плановые проверки предприятий. Формы проверочных листов представлены в соответствии с приказом Роструда от 01.02.2022 № 20 с учетом приказа от 4 ноября 2023 года . Изменения коснулись листов № 8 , 9 , 12 , 21 , 22 , 26 .	Проверочные листы ГИТ по охране труда (списки контрольных вопросов). Скачайте проверочные листы , по которым инспекторы проводят плановые проверки предприятий. Формы проверочных листов представлены в соответствии с приказом Роструда от 01.02.2022 № 20 с учетом приказа от 4 ноября 2023 года . Изменения коснулись листов № 8 , 9 , 12 , 21 , 22 , 26 .	False	Unknown		0	3	142517	bssPhr5	16.756666	Ложь	0.8924717307090759
78	чек лист нояб	18380945	3	False	False	86	96244741	Чек-листы на текущий месяц	В чек-листе дела, которые важно сделать в этом месяце организациям, ИП и физлицам. Мы расположили все дела, начиная с обязательных для всех до выгодных. Для каждого есть инструкции, справочники и образцы.	Чек-листы на текущий месяц. В чек-листе дела, которые важно сделать в этом месяце организациям, ИП и физлицам. Мы расположили все дела, начиная с обязательных для всех до выгодных. Для каждого есть инструкции, справочники и образцы.	False	Unknown		0	1	476435	bssPhr7	17.789968	Правда	0.9710640907287598
79	чек лист нояб	18380945	3	False	False	16	86424524	Чек-листы на месяц и перечни изменений по годам	Чек-листы	Чек-листы на месяц и перечни изменений по годам. Чек-листы	False	Unknown		0	2	112788	bssPhr4	17.049103	Правда	0.9682973623275757
80	чек лист нояб	18380945	3	False	True	16	26421020	Проверочные листы ГИТ по охране труда (списки контрольных вопросов)	Скачайте проверочные листы , по которым инспекторы проводят плановые проверки предприятий. Формы проверочных листов представлены в соответствии с приказом Роструда от 01.02.2022 № 20 с учетом приказа от 4 ноября 2023 года . Изменения коснулись листов № 8 , 9 , 12 , 21 , 22 , 26 .	Проверочные листы ГИТ по охране труда (списки контрольных вопросов). Скачайте проверочные листы , по которым инспекторы проводят плановые проверки предприятий. Формы проверочных листов представлены в соответствии с приказом Роструда от 01.02.2022 № 20 с учетом приказа от 4 ноября 2023 года . Изменения коснулись листов № 8 , 9 , 12 , 21 , 22 , 26 .	False	Unknown		0	3	142517	bssPhr5	16.756666	Ложь	0.8924717307090759
81	Хорошо. Дополнений нет.	19158830	3	False	False	12	104415634	Как дополнить запись об образовании в трудовой книжке, если нет места	Запись об образовании сотрудника вносят в строку Образование титульного листа трудовой книжки. Чтобы дополнить эти сведения, запись о полученном образовании, профессии или специальности сотрудника вносят в строку Образование или любое свободное поле этой строки без зачеркивания предыдущей записи. Запись можно внести над ранее внесенной записью об образовании или под ней ( п. 8 Порядка № 320н ).	Как дополнить запись об образовании в трудовой книжке, если нет места. Запись об образовании сотрудника вносят в строку Образование титульного листа трудовой книжки. Чтобы дополнить эти сведения, запись о полученном образовании, профессии или специальности сотрудника вносят в строку Образование или любое свободное поле этой строки без зачеркивания предыдущей записи. Запись можно внести над ранее внесенной записью об образовании или под ней ( п. 8 Порядка № 320н ).	False	Unknown		0	1	468305	bssPhr503	34.803356	Ложь	0.9368927478790283
82	Хорошо. Дополнений нет.	19158830	3	False	False	16	20766024	Список задач, чтобы изменить жизнь к лучшему	« Не откладывай на завтра то, что можно сделать сегодня!» – отличный девиз для успешных перемен в жизни. Перемены полезны и на работе, и в личной жизни. Идеи для списка задач, чтобы изменить жизнь к лучшему , – в этой рекомендации.	Список задач, чтобы изменить жизнь к лучшему. « Не откладывай на завтра то, что можно сделать сегодня!» – отличный девиз для успешных перемен в жизни. Перемены полезны и на работе, и в личной жизни. Идеи для списка задач, чтобы изменить жизнь к лучшему , – в этой рекомендации.	False	Unknown		0	2	55998	bssPhr1	21.49087	Ложь	0.8937418460845947
83	Хорошо. Дополнений нет.	19158830	3	False	False	16	84341879	Как выплатить и учесть компенсацию за использование личного автомобиля	Нормы НК не содержат требований об обязательном оформлении путевых листов. Чтобы организация могла не удерживать НДФЛ с суммы компенсации, а также учесть эту выплату при расчете налога на прибыль или на УСН, необходимы документы:	Как выплатить и учесть компенсацию за использование личного автомобиля. Нормы НК не содержат требований об обязательном оформлении путевых листов. Чтобы организация могла не удерживать НДФЛ с суммы компенсации, а также учесть эту выплату при расчете налога на прибыль или на УСН, необходимы документы:	False	Unknown		0	3	132195	bssPhr48	21.082735	Ложь	0.8476520776748657
84	учетная политика 2024	1646290	3	False	False	16	113955581	Изменения в  учетной политике на  2024 год: образцы формулировок	В рекомендации – генератор учетной политики и формулировки для бухучета и налогов, которые помогут составить приказ об изменении учетной политики на 2024 год. Готовые образцы приказов упростят переход на новые правила.	Изменения в  учетной политике на  2024 год: образцы формулировок. В рекомендации – генератор учетной политики и формулировки для бухучета и налогов, которые помогут составить приказ об изменении учетной политики на 2024 год. Готовые образцы приказов упростят переход на новые правила.	False	Unknown		0	1	141965		247.55983	Правда	0.9596928358078003
85	учетная политика 2024	1646290	3	False	False	86	113955584	Как составить приказ об изменении учетной политики на  2024 год	Изменения в учетной политике на 2024 год утвердите приказом руководителя. Его можно составить один и для бухгалтерского, и для налогового учета. Приказ датируйте не позднее 31 декабря 2023 года, чтобы он начал действовать с 1 января 2024 года. Приказ с более поздней датой будет действовать только с 2025 года.	Как составить приказ об изменении учетной политики на  2024 год. Изменения в учетной политике на 2024 год утвердите приказом руководителя. Его можно составить один и для бухгалтерского, и для налогового учета. Приказ датируйте не позднее 31 декабря 2023 года, чтобы он начал действовать с 1 января 2024 года. Приказ с более поздней датой будет действовать только с 2025 года.	False	Unknown		0	2	655619		187.74516	Правда	0.9552168250083923
86	учетная политика 2024	1646290	3	False	False	86	109688234	Изменения в  учетной политике на ЕСХН на  2024 год	С 2024 года в главе 26.1 НК нет поправок, которые требовали бы изменений в учетной политике для целей ЕСХН . Но всем организациям, у которых есть нематериальные активы с 2024 года, надо скорректировать учетную политику по бухучету из-за перехода на ФСБУ 14/2022 . Что изменить в учетной политике для бухучета на 2024 год в рекомендации .	Изменения в  учетной политике на ЕСХН на  2024 год. С 2024 года в главе 26.1 НК нет поправок, которые требовали бы изменений в учетной политике для целей ЕСХН . Но всем организациям, у которых есть нематериальные активы с 2024 года, надо скорректировать учетную политику по бухучету из-за перехода на ФСБУ 14/2022 . Что изменить в учетной политике для бухучета на 2024 год в рекомендации .	False	Unknown		0	3	659582		166.76888	Правда	0.9548419117927551
