Query	ChatId	UserId	ChatQ	BotAnswer	BotHelp	Sys
подскажите пожалуйста какие формы отчетности должны обновится?	11664143	106154	1	0	0	БСС
Добрый день, подскажите можно ли в одном календарном году отгулять несколько предыдущих периодов?	11664193	3519271	1	0	0	БСС
Спасибо за ответ. Просим уточнить, что является исключаемыми периодами и каким документами предыдущий работодатель должен подтвердить данные периоды за 2022,2023 годы?	11664153	2739754	1	0	0	БСС
Добрый день! у ИП 1 человек оказывает услуги по договору ГПХ. НС и ПЗ не платим (по договору). Надо ли на него сдавать ЕФС-1?	11664156	14976159	1	0	0	БСС
Добрый день! Мы работаем на ОСНО, осуществляем строительно-монтажные работы. Подали в суд на покупателя о взыскании задолженности (по дополнительным работам которые Заказчик отказался принимать). Реализацию мы не проводили (КС2, сф не выставляли). Первый суд прошел, 30 января 2024 г. принял решение в нашу пользу, в решении было написано, что оно может быть обжаловано в течение 1 месяца со дня его принятия. Покупатель подал апелляцию в Арбитражный суд, который 01 марта рассмотрел ее и отклонил, т.е. решение первого суда оставил без изменения. В этом решении написано, что оно вступает в силу со	11664157	122512	1	0	0	БСС
Подскажите пожалуйста если 25.06.24 мы заплатили на ЕНС НДФЛ за период начисления 01.06.24-22.06.24. в уведомлении об исчисленных суммах налогов до 03.07.24 мы данную сумму НДФЛ указываем как уплату за период 01.06.24-22.06.24 , или за период 23.06.24-30.06.24? - ведь платеж прошел 25.06.24.	11664183	16811513	1	0	0	БСС
Добрый день. Купили комплект в котором есть прослеживаемый товар( отдельно в УПД он не выделе).Как мы должны отразить в бух учете.?Поставшик в основание УПД написал, что в составе есть прослеживаемый товар ,наименование и стоимость .	11664161	9752046	1	0	0	БСС
подскажите пож. можно ли перейти с августа 2024г. с упращенной системы по ставке 6 процентов на ставку 15 процентов (т.е. доходы минус расходы) если да то какие документы необходимо подать в налоговую	11664174	3775463	1	0	0	БСС
не то	11664171	7843547	1	0	0	БСС
добрый день, обязаны ли мы сдать уточненный отчет по налогу на прибыль за 2023 год если 1. в отчете реализацию земельного участка указали в приложении №3 к Листу 02в составе амортизируемого имущества. на результат это никак не повлияет, но даст возможность продления камеральной проверки. сейчас нам выставили требование в котором указывают устранить выявленные нарушения и сдать уточненку	11664175	5490010	1	0	0	БСС
Добрый день! Установленный день выплаты з/пл 05.07., можно ли выплатить з/пл раньше?	11664179	1751864	1	0	0	БСС
Добрый день, ИП продал мебель покупателю. Покупатель для оплаты заключил с банком потребительский кредит и ИП на р/с пришла сумма, но сумма меньше, чем в договоре с покупателем.	11664186	5067815	1	0	0	БСС
куда списывать ндс при списания остатка товара (ооо, осно закрывают фирму)	11664197	21428596	1	1	0	БСС
"Добрый день.
ВОпрос - поставщик применяет УСН, товар отгружает по товарной накладной, в т.ч. импортный, который привозит сам. Какие документы поставщик в таком случае обзан предоставить покупателю, если сч/ф он не выставляет, ссылаясь на УСН?"	11664268	12125916	1	0	0	БСС
Здравствуйте! В вашем сервисе есть образцы пояснений для ФНС о том что проданное имущество не использовалось в деяельности ИП?	11664203	1620179	1	0	0	БСС
пояснительная записка,	11664194	2301594	1	1	1	БСС
Здравствуйте	11664205	18435993	1	0	0	БСС
приказ о назначение единовременного пособия нужно делать?	11664216	3787613	1	1	0	БСС
Добрый день! Подскажите, пожалуйста, что влечет за собой в налоговом учете получение оборудования на апробацию?	11664209	19751842	1	1	0	БСС
Прошу сформировать подробный ответ.Заранее спасибо	11664210	20661498	1	0	0	БСС
Добрый день, имеет ли юридическую силу дополнительное соглашение к трудовому договору, подписанное факсимилье?	11664218	662663	1	0	0	БСС
Извините, отлучалась. У меня программа 1СПредприятие версия 3.0	11664217	6689649	1	0	0	БСС
добрый день	11664225	1500770	1	1	0	БСС
Добрый день. Какая очередность списания с р/с организации если есть : 1-от ФНС постановление о писании по налогам, 2-добровольная оплата ЗП и 3- есть постановление от суда на выплату ЗП ( сотрудники через суд взыскивают невыплаченную ЗП)? ООО пока не находится в стадии банкротства.	11664233	1722029	1	0	0	БСС
Добры день! Как ИП платить взносы за себя в 2024г. Поквартально или можно в конце года как раньше?	11664232	221632	1	0	0	БСС
добрый день! девушка не работает, как получить пособие при рождении ребенка, при работающем отце	11664234	6851881	1	1	1	БСС
чек лист июль	11664278	14721495	1	1	1	БСС
если ошиблись в датах окончания отпуска по уходу за ребенком, передали данные в сфр нужно подать сведения с признаком перерасчет	11664242	8941276	1	0	0	БСС
спасибо, пока не надо	11664246	8508568	1	0	0	БСС
Здравствуйте! Можно образец приказа на возложение обязанностей директора на время отпуска	11664253	18890341	1	1	0	БСС
чек лист июль	11664281	500226	1	1	1	БСС
Добрый день! Подскажите возможно ли взять к уменьшению страховые взносы за себя по ИП, которые уплатили в июле, при расчете налога по УСН за 1-ое полугодие?	11664254	111650	1	1	0	БСС
облагается ли ндс передача товара покупателю в качестве возмещения убытков по претензии?	11664272	170940	1	1	0	БСС
Какие проводки в БУ и НУ субсидии , полученные на компенсацию ранее произведенных расходов, связанных с приобретением основных средств , по которым была применена амортизационная премия.	11664295	1684472	1	0	0	БСС
добрый день, как задать вопрос аудитору?	11664270	2100947	1	1	0	БСС
Добрый день! Как должна учитываться зарплата в книге доходов и расходов по УСН с НДФЛ или же без него?	11664276	965237	1	0	0	БСС
Добрый день! Организация сдает имущество в аренду. Как должна рассчитываться сумма арендных платежей? Должна ли включатся в расчет сумма амортизации арендуемого имущества? Предусмотрено ли получение прибыли по такому договору?	11664325	18166977	1	0	0	БСС
"Добрый день.
Вопрос: 05.10.23г. на работу бал принят сотрудник ЕАЭС налоговая ставка 13%, был уволен 30.04.2024г. На конец 2023г. в РФ находился менее 183 дней.
Нужно ли по нему перечитывать ставку НДФЛ?"	11664286	2329405	1	0	0	БСС
Здравствуйте.	11664353	2928936	1	1	1	БСС
"Здравствуйте. Мы покупаем товар через маркетплейс. Оплатили Яндексу. А выписывают документы разные ИП. На осеновании какого документа необходимо перекинуть оплату с поставщика ""Яндекс"" на Ипшников?"	11664334	14570296	1	0	0	БСС
Добрый день! При импорте товара из Китая возможно ли отгрузить товар напрямую в Казахстан без ввоза на территорию России?	11664297	2648894	1	1	1	БСС
Добрый день. Если сотрудник впервые начинает трудовую деятельность после 1 января 2024 года, нужно ли ему писать заявление о выборе способа ведения трудовой книжки?	11664296	2631726	1	0	0	БСС
"ИП сдает декларации через систему Контур. Все требования приходят по ТКС. Налоговая отправила требования о предоставлении документов документов через личный кабинет налогоплательщика - физического лица. ИП не проверил кабинет вовремя и получил штраф за несвоевременный ответ на требование
На сколько законно вынесение штрафа? На сколько законно отправка требований в личный кабинет физического лица?"	11664316	18084746	1	0	0	БСС
"Ольга, спасибо большое! 
Я видела эти рекомендации. 

""на адрес руководителя или участника с долей более 50 процентов.""

Что такое адрес ?
У нас нет по месту расположения ОКС регистрации . В доме никто не прописан. Адрес у ОКС есть.
Является ли это препятствием?"	11664302	595227	1	0	0	БСС
Добрый день. Вопрос. У нас 01.07.2024 г. увольняется сотрудник. в программе взносы начислились за июнь и июль одной суммой за июнь. это правильно?	11664299	6082965	1	0	0	БСС
Вопрос: в трудовом договоре руководителя прописано возмещение расходов по найму жилья.	11664301	1699264	1	0	0	БСС
Добрый день! ООО заключило ДОГОВОР ДЛЯ ПРОДАВЦОВ ТОВАРОВ НА САЙТЕ. агент и принципал. При отгрузке товаров на продажу по документам у агента залоговая стоимость. Далее при продаже товаров агент делает скидку (в договоре прописано) в итоге сумма фактической реализации товара меньше чем переданного товара на продажу . Как учесть разницу в бухгалтерском и налоговом учете ?	11664338	2994081	1	0	0	БСС
Добрый день, есть ли особенности по списанию иностранной задолженности	11664306	20209982	1	0	0	БСС
отчетность за полугодие	11664307	781344	1	1	1	БСС
Добрый день! в 4 квартале в октябре заказчик перечислил аванс за продукцию по счету № 1, оформили счет на аванс. Затем менеджер наш и заказчики переиграли, продукцию изменили, переоформили новый счет № 2 и отгрузили мы в ноябре уже по счету № 2. Писем о зачете не составляли, все устно. В 1 С учет ведем по счетам. Менеджер в бухгалтерию не сообщил, что оплату по счету № 1 надо считать в счет оплаты по счету № 2. Получается суммы висят по дебету и кредиту. Бухгалтерия узнала только во 2 квартале. Проводки по зачету делаем во 2 квартале. Как отразить зачет аванса в НД по НДС? корректировать декл	11664343	1844199	1	0	0	БСС
Спасибо! Вопрос задать здесь?	11664335	595227	1	0	0	БСС
Добрый день, как оформить гарантийный ремонт документально, если контрагент резидент республики Беларусь а продавец Российская организация. Какие документы надо оформить для пересечения границы? и надо ли сообщать в таможенную статистику?	11664341	1708333	1	0	0	БСС
Добрый день, подскажите такой вопрос. Если в личном кабинете ИП висит задолженность , какие действия будут налоговой инспекции?	11664350	1877374	1	0	0	БСС
Добрый день.	11664426	337210	1	1	0	БСС
Добрый день! У меня вопрос: Юр лицо хочет перевести деньги за оказанную услугу со своего расчетного счета на личную карту сотрудника (не являющегося сотрудником этого юр лица), насколько такой перевод законен, если физ лицо не самозанятый, и не ИП. И если такой перевод законен, какие документы организация может запросить от физ лица? Спасибо!	11664360	9791158	1	0	0	БСС
Мы согласны подождать	11664352	3211280	1	0	0	БСС
Добрый день ! Если товар приобретается юридическим лицом для дальнейшей раздачи при проведении рекламных акций. Е	11664355	441536	1	0	0	БСС
помощь по реформе	11664370	4966115	1	1	1	БСС
Добрый День. Физическое лицо погашает займ в кассу наличными. Обязательно ли надо сдавать эту наличность на расчетный счет или можно выдать из кассы работникам на заработную плату или в подотчет. Спасибо.	11664368	5370705	1	1	1	БСС
"Добрый день! 
подскажите пожалуйста, как правильно физ.лицу оформить ИП? И это можно делать удалённо, либо нужно ехать в налоговый орган по прописке."	11664419	21710053	1	0	0	БСС
Добрый день.	11664372	3672455	1	1	0	БСС
Добрый день. У нашей организации есть обособленные подразделения без выделенного баланса. Данные ОП открываются для производства работ на объекте строительства (строим дороги). Когда объект строительства сдается, соответственно сотрудники переводятся на другие подразделения. Вопрос: на ОП нет сотрудников, стройка окончилась, но остались основные средства, которые необходимо утилизировать (например канализация, которую строили для вахтового городка), некоторые ОС необходимо перевезти на другой объект, но это требует временных затрат, поэтому по факту ОП не работает, но ОС еще не перевезены и не	11664386	8566812	1	0	0	БСС
Здравствуйте!	11664397	4455348	1	1	0	БСС
прием на работу гражданина таджикистана с видом на жительство (бессрочным)	11664395	1543120	1	0	0	БСС
Здравствуйте	11664399	417753	1	0	0	БСС
изменения с июля	11664398	1558515	1	1	1	БСС
пояснительные записки	11664405	2429597	1	1	1	БСС
Здравствуйте,Какие льготы	11664406	148666	1	0	0	БСС
Спасибо за пояснение!	11664404	9968869	1	0	0	БСС
Добрый день, подскажите, в кассе кассир оплату от ИП пробил на другого контрагента, нужно ли создавать чек коррекции или просто обьяснительную взять	11664409	2219310	1	0	0	БСС
Оплата проезда к месту работы нового сотрудника. НФЛ, налог на прибыль. Добрый день!	11664413	5492951	1	0	0	БСС
Добрый день, подскажите, пожалуйста, если ИП на упрощенке покупает в 2024 году недвижимость, например 40 000 000 рублей, но при этом доходы получает только начиная с 2026 года, то выходит что в 2026 году ИП обязано платить 15% с разницы доходов расходов и затраты 2024 тут не учитываются? Можно ли на УСН переносить затраты или как-то делить их на части?	11664418	1732551	1	0	0	БСС
здравствуйте, если 1 июля сдать 6НДФЛ за полугодие, надо ли тогда отправлять Уведомление по НДФЛ по сроку платежа 5 июля (за 23-30 июня)?	11664439	1719040	1	0	0	БСС
Добрый день!	11664416	12427873	1	0	0	БСС
обязан ли работодатель выплачивать отпускные, когда работник уходит в отпуск через полгода своей работы?	11664425	487849	1	0	0	БСС
По какой кадастровой стоимости начисляется налог на имущество за 2024 год? Есть ли льготы?	11664429	1742289	1	0	0	БСС
лента новостей	11664430	3821645	1	1	1	БСС
Спасибо! Пока все.	11664441	2261883	1	0	0	БСС
Дело не в стоимости поставки. При перевозке отгруженной продукции ( 45 счет) часть не доехала до покупателя. Перевозка собственными силами. Как это отразить документально и по проводкам ?	11664440	22083673	1	0	0	БСС
Добрый день, ИП в 2023 г был на УСН 15%, нужно ли ему платить 1% в 2024? и нужно ли подавать уведомление? или просто осуществить уплату?	11664461	21897838	1	0	0	БСС
Добрый день! В 1 кв и 2 кв 2024 г заплатили СВ в фиксированном размере за себя у ИП (СВ за 2024 г). Сроком их уплаты является 09.01.2025 г. Можно ли на эти суммы уменьшить авансовый платеж по УСН 15% за 1 кв и полугодие 2024 г.?	11664442	5527483	1	0	0	БСС
Добрый день! При каких условиях предоставляется льготная ставка по УСН (доходы)?	11664453	17873091	1	0	0	БСС
Здравствуйте, подскажите, пожалуйста на такой вопрос. ИП занимается куплей-продажей квартир. Для приобретения квартиры получает потребительский кредит в банке. Можно ли учесть в расходах проценты, уплаченные по потребительскому кредиту?	11664476	701866	1	0	0	БСС
изменения июля	11664567	13716687	1	1	1	БСС
Может ли самозанятый иметь терминал для приема оплат по картам с физлиц	11664504	15977247	1	0	0	БСС
"Добрый день! Подскажите, пожалуйста, ип перепрописывается в июне 2024 года из Минеральных Вод в Москву.
Как и куда нужно сдавать расчет по 6 НДФЛ, рсв"	11664460	253723	1	0	0	БСС
добрый день! Прошу помощи о трактовке фразы из абзаца	11664472	381666	1	0	0	БСС
Добрый день! помогите посчитать правильно взносы 1% свыше 300труб у ИП доходы минус расходы за 2023год	11664473	3392283	1	0	0	БСС
"может ли у ИП ""висеть"" на остатках по кассе большой остаток ? свыше 34 млн?"	11664502	20225266	1	0	0	БСС
налоговая реформа	11664516	568075	1	1	1	БСС
Добрый день! Если нет данных по одному основному средству для заполнения формы 11 (сделка). Нужно ли тогда основное средство добавлять в форму?	11664480	8772920	1	1	1	БСС
"Добрый день!
Подскажите, У нас ИП ликвидировала налоговая ( акцентирую внимание, что уведомление о ликвидации он не подавал), ""Прекращение физическим лицом
деятельности в качестве индивидуального
предпринимателя в связи с окончанием
срока действия документа,
подтверждающего право данного лица
временно или постоянно проживать в
Российской Федерации"" - закончился вид на жительство.
Необходимо ли подать ликвидационную декларацию УСН ( с кодом 50) и какие сроки?"	11664491	3030966	1	1	0	БСС
здравствуйте	11664494	18086933	1	1	0	БСС
Здравствуйте ! если какие нибудь подборки относительно ст 24 федерального закона 68 ФЗ О защите населения и территорий от ЧС	11664487	22071815	1	0	0	БСС
Здравствуйте. Заключен договор аренды помещения, арендатор ИП, деньги поступают на р/с от физлица того же самого только с личной карты, а не с р/с ИП. Так правомерно?	11664483	5596015	1	0	0	БСС
Добрый день, могу ли я подключить доступ сотруднику, как это сделать?	11664484	195222	1	0	0	БСС
Добрый день! Как ответить на запрос банка по 153 ФЗ	11664488	20620530	1	1	0	БСС
изменения в июле	11664486	2803739	1	1	1	БСС
размер суточных для коммерческих предприятий для сотрудников которые командируются для решения вопросов в ДНР ЛНР Запорожскую область	11664533	2429597	1	0	0	БСС
добрый день!	11664490	21043272	1	0	0	БСС
Я просмотрела эту статью, там нет ответа на мой вопрос	11664457	22083673	1	0	0	БСС
А если заказчик школа	11664498	19438033	1	0	0	БСС
Добрый день! Если Арендодатель предоставил компании арендные каникулы, т.е. осоводил от уплаты арендных платежей, н-р, на месяц, т.к. Арендатор (мы) будет проводить там ремонт. Не будет ли являться это безвозмездно полученным имуществом, не нужно нам будт с суммы ежемесячного платежа, который отражен в договоре, заплатить доход?	11664507	16179156	1	1	0	БСС
это по организациям	11664525	253723	1	0	0	БСС
Добрый день! Подскажите пожалуйста, электронное уведомление в Роскомнадзор (обработка персональных данных) после подачи, его нужно распечатать и отправить по месту регистрации, а можно его отправить почтой?	11664518	272384	1	0	0	БСС
Добрый день, есть ли в системе данные по средней заработной плате в 4 квартале 2023 г в удмуртской республике	11664505	7407281	1	0	0	БСС
пояснительная записка	11664506	21944828	1	1	1	БСС
Добрый день! Помогите, пожалйста, разобраться со следующим вопросом. Мы получили аванс от покупателя. Через некоторое время условия договора поменялись и мы по согласованию с покупателем вынуждены были расторгнуть договор. Денежные средства будут возвращены покупателю. Правомерно ли в данном случае требование покупателя на получение ими авансового счета-фактуры от нас?	11664553	3450841	1	1	0	БСС
Добрый день!	11664523	577305	1	1	0	БСС
добрый день	11664510	21439995	1	1	0	БСС
Здравствуйте.	11664519	21263226	1	1	0	БСС
ИЗМЕНЕНИЕ В ОТЧЕТНОСТИ ЗА ПОЛУГОДИЕ	11664521	8418283	1	1	1	БСС
Добрый день! У ООО в собственности подъемный кран. Можно ли сдавать кран в аренду стороннему физ.лицу? Физ.лицо сотрудником ООО не является.	11664522	19790291	1	0	0	БСС
добрый день, можно дать разъяснения по вопросу НДС с УСН, мы получаем товар и услуги по ставке 20 % можем мы принимать НДС в 2025 году по этой ставке или нет	11664530	668521	1	0	0	БСС
Доброго дня! Компанией управляет управляющий-ИП на основании Устава и договора и доверительного управления. Может ли Управляющий быть материально-ответственным лицом. Например, за свой компьютер, мебель и т.д.	11664526	15796275	1	0	0	БСС
какой штраф за не сданное вовремя уведомление о начисленных налогах? уведомление сдала с НДФЛ по зарплате, но забыла указать в нем НДФЛ по дивидендам, отправила через 2 дня уведомление с НДФЛ по дивидендам отдельно, НДФЛ по зарплате снова не указывала, т.к. он верный. считается ли это уведомление не сданным? или как корректировка?	11664537	310657	1	1	0	БСС
Добрый день!	11664528	21332609	1	0	0	БСС
Добрый день! Подскажите пожалуйста, физическое приобрел квартиру в 2021, в 2023 году начал сдать в аренду как индивидуальный предприниматель на основное средства от какой даты ставить на учет и по какой цене ?	11664527	4119390	1	0	0	БСС
Добрый день! Есть ли примеры ответа на требование ФНС о низкой налоговой нагрузке?	11664543	5908747	1	1	1	БСС
"Ситуация:
ООО А на УСН доходы является турагентом, в расчетах с туристами применяет ККТ.
Есть дружественное ООО Б, только зарегистрировано, в целях экономии пока не хочет покупать кассу, ФН, платить за ОФД. В дальнейшем, при росте оборотов будет куплена касса и все сопутствующие вещи.
Вопрос: 
Может ли ООО А быть платежным агентом ООО Б на первоначальном этапе его существования?"	11664542	198036	1	0	0	БСС
Можно ли узнать сколько всего в Системе на данный момент РЕКОМЕНДАЦИЙ?	11664550	18112087	1	1	0	БСС
добрый ддень	11664562	5232610	1	0	0	БСС
справочник отчетности 1 полугодие .2024	11664569	4392951	1	1	1	БСС
Скажите, пожалуйста, отчеты в таможню являются бухгалтерскими?	11664559	2203742	1	0	0	БСС
как оформить ввоз импорта в Казахстан без ввоза на территорию России?	11664564	2648894	1	0	0	БСС
Изменения с июля	11664582	638140	1	1	1	БСС
Добрый день! Подскажите пожалуйста, вышестоящая организация просит от нас электронно направить списки которые содержат персональные данные и личные подписи, не нарушим ли мы тем самым закон о передаче сведений третьим лицам? За ранее спасибо!	11664592	829766	1	0	0	БСС
Пособия по рождения на основании какого закона, напомните пож	11664572	13379006	1	1	0	БСС
"Alisa-as
спросил
5 марта 2012 в 17:22
7 643 просмотра

Регистрация и постановка на учет

Может ли организация обойтись без юридического адреса?
Здравствуйте!

Если компания оказывает услуги, но там как таковой юр. адрес (офис) не нужен, (ООО, 6%). Как быть? Это дополнительные расходы и неудобства.
Сейчас у нас есть адрес, но формальный, и мы там никогда и не были. Проверяет ли как-то налоговая такие вещи? Есть какая-то альтернатива чтобы избежать лишних расходов, имея офис?.."	11664575	441519	1	0	0	БСС
Ещё один вопрос. Мы покупаем программное обеспечение. Это программа, позволяющая организовывать эвакуацию автомобилей, нарушающих правила парковки. В договоре будет прописана максимальная сумма, например 100 руб., но оплата будет производиться поэтапно за каждую эвакуацию по 1 рублю и итоговая сумма может быть меньше максимальной: например в 2024 году эвакуировано 30 автомобилей, значит 1 этап закроем на сумму 30 шт*1руб.=30 руб. В 2025 году эвакуировано 25 автомобилей, этап закроем на 25 руб., в 2026 году эвакуировано 40 автомобилей - этап закроем на 40 руб. Итого общее закрытие 30+25+40=95 р	11664580	19715964	1	0	0	БСС
добрый день! как оформить увольнение директора ООО при ликвидации ООО? учредитель единственный. учредитель и директор разные люди	11664583	13478883	1	1	0	БСС
"Добрый день в главбухе вышла статья - Уточнили условия применения нулевой ставки НДС при международной перевозке товаров с 1 июля 2024 года

«Уточнили условия применения нулевой ставки НДС при международной перевозке товаров с 1 июля 2024 года» Вопрос если экспедитор который осуществляеть международную перевозку разобьет свои услуги на несколько этапов к примеру 1тап из германии в СПБ. 2 этап из спб в москву. В этом случаи он на каждом этапе будет 0 % применять или только на 1 этапе?"	11664589	676812	1	0	0	БСС
налоговая реформа	11664614	659816	1	1	1	БСС
налоговая реформа 2025 г	11664585	2939401	1	1	1	БСС
если у нас магазин , продаем обувь приобритенную , заработная плата сотрудников магазина , будет входить в расходы косвенные или постояннын	11664629	2002766	1	0	0	БСС
"Добрый день! Заключен договор на проектные работы с длительным циклом с подрядчиком, зарегистрированным как самозанятый. В процессе выполнения работ подрядчик ""слетает"" с НПД из-за превышения лимита и регистрируется как ИП на УСН доходы. Надо ли перезаключать договор?"	11664595	5923640	1	0	0	БСС
ошибочно выплаченный б/л по беременности за счет каких средств списать	11664597	21055830	1	0	0	БСС
Добрый день, как провести модерниза- цию малоценного оборудования, например, приобретен компьютер стоимость 50 000 руб, далее была проведена модернизация на 10 000 руб. Как отразить в учете 10 000 руб.?	11664598	1973791	1	0	0	БСС
Добрый день. изменения с июля 2024г.	11664602	22105191	1	0	0	БСС
физлицо сделало займ Юрлицу (Альфа), какой договор надо заключить , чтобы компания Альфа вернуло долг не Физлицу, а компании Бэтта и тогда компания Бэтта будет должна физлицу. Договор цессии или перевода долга?	11664603	538185	1	0	0	БСС
Правда ли, что кадастровая стоимость за 2024 год рассчитывается из кадастровой стоимости на 1 января 2023 года. Так ли это?	11664612	2012850	1	1	0	БСС
Снятие налички с расчетного счета лимиты по 115-фз?	11664610	19205254	1	0	0	БСС
Остался вопрос информационные услуги ( не продажа ПО) как облагаются НДС ?Есть ли льготы?	11664608	148666	1	0	0	БСС
как написать бухгалтерскую справку о распределении чистых активов при выходе участников из общества.	11664616	7734029	1	0	0	БСС
тест	11664655	7616614	1	1	1	БСС
Спасибо! Все понятно.	11664633	1699264	1	0	0	БСС
Пример заполнения 6-НДФЛ за I квартал 2023 года	11664615	4808226	1	1	0	БСС
Добрый день.	11664659	238966	1	1	0	БСС
Здравствуйте. ООО приняло сотрудника не сначала месяца. Есть ИП по алиментам в фиксированной сумме. Как выплатить алименты , если не хватает начисленной заработной платы (так как месяц отработан не полностью	11664637	127100	1	0	0	БСС
Добрый день	11664635	1845766	1	1	0	БСС
Добрый день! Подскажите, сотрудника вызывают в ГИБДД, сотрудник ГИБДД напишет справку. Подскажите, нашему сотруднику этот день оплачивать как рабочий? Или писать заявление за свой счет?	11664625	20157789	1	0	0	БСС
а	11664630	887446	1	0	0	БСС
Добрый день, подскажите, пожалуйста, как учитываются в налоговом учете штрафы ГИБДД (собственник автомобиля - организация), добровольно возмещенные сотрудником- водителем, путем внесения денежных средств в кассу предприятия. Нужно ли их отражать в декларации по налогу на прибыль в доходах и соответственно можно ли их принять к расходам?	11664631	768328	1	1	0	БСС
добрый день	11664638	5833327	1	0	0	БСС
Добрый день. если на ип усн 6% поступят деньги (личный долг) как нужно правильно документально оформить?	11664647	11543463	1	0	0	БСС
Добрый день! ЗАО «Азербайджанские Авиалинии» не предоставляет кассовый чек к авансовому отчету. Как быть?	11664640	21782961	1	0	0	БСС
Добрый день. Скажите пожалуйста на сколько месяцев должен быть фискальный накопитель для продажи маркируемого товара	11664656	2312741	1	1	0	БСС
изменения 2025	11664644	1737546	1	1	1	БСС
А вывоз в страну ЕАЭС	11664642	5073379	1	1	1	БСС
ИП планирует начать торговлю розничную через свой сайт. Нужно ли открывать ОКВЭД?	11664653	7584250	1	0	0	БСС
Не нашла ответ, если ООО ( на общей системе н/о) , то ООО может принять в уменьшение НДС счет-фактуру, полученную от ИП или от ООО ( УСНО) по ставке 5 % или 7%?	11664651	3424948	1	0	0	БСС
Я правильно понимаю, что исполнитель должен внести на расчетный счет школы оплату за полученный лом от утилизации.	11664515	19438033	1	0	0	БСС
Здравствуйте!! Вопрос по пробитию чека ККТ. Покупатель платит по QR коду. Надо ли пробивать чек и какую форму оплаты при этом выбрать?	11664660	4579804	1	0	0	БСС
На момент выдачи обеда физическому лицу предоставляется квитанция об оплате заказа. Кассовый чек Поставщик обедов пробивает ежедневно? Кассовые чеки с какими признаками пробиваем? Оплата поступила от юр.лица в виде компенсации за обеды.	11664657	2282405	1	0	0	БСС
Извините, не нашла в присланных вами ссылках ответ на свой вопрос.	11664667	21992438	1	0	0	БСС
А разве Заявление о зачете ЕНП необходимо еще подавать? а как же В 2024 году это правило отменили — взносы «за себя» предприниматель может принять к уменьшению, даже если они ещё не уплачены в налоговом периоде. Основание — п. 90 ст. 2 закона № 389-ФЗ от 31.07.2023.	11664670	7392902	1	0	0	БСС
Добрый день! ООО на ОСНО ( Россия) продаем впервые ООО в Беларусь товар. Скажите счет выставить без НДС?	11664673	2258762	1	0	0	БСС
добрый день. при приеме на работу гражданина КИргизии , должен ли быть у сотрудника патент на работу?	11664674	268007	1	0	0	БСС
тест	11664675	8658356	1	1	1	БСС
Добрый день! Уволенному сотруднику ошибочно выплатили заработную плату за первую половину месяца. Должен ли бывший работник возвращать выплаченный ему аванс и кто в данном случае несет ответственность за эту ошибку?	11664687	21725904	1	1	0	БСС
